chr	start	end	extra
1	0	49999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	50000	99999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	100000	149999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	150000	199999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	200000	249999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	250000	349999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	350000	549999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	550000	2449999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	2450000	2499999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	2500000	6049999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	6050000	6099999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	6100000	12242151	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	12242152	12250035	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	12250036	12250319	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	12250320	12250328	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	12250329	13274999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	13275000	13399999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	13400000	13449999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	13450000	13599999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	13600000	16189418	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	16189419	16199999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 1}}
1	16200000	16299999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 1}}
1	16300000	16314751	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 1}}
1	16314752	16949661	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	16949662	16999999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	17000000	17049999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	17050000	17199999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	17200000	17249999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	17250000	24299999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	24300000	24349999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	24350000	28149999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	28150000	28175871	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	28175872	28199999	cn={'1': {'A': 1, 'B': 0}, '2': {'A': 1, 'B': 0}}
1	28200000	31099999	cn={'1': {'A': 1, 'B': 0}, '2': {'A': 1, 'B': 0}}
1	31100000	31149999	cn={'1': {'A': 1, 'B': 0}, '2': {'A': 1, 'B': 0}}
1	31150000	31186426	cn={'1': {'A': 1, 'B': 0}, '2': {'A': 1, 'B': 0}}
1	31186427	31189387	cn={'1': {'A': 3, 'B': 0}, '2': {'A': 3, 'B': 0}}
1	31189388	31190066	cn={'1': {'A': 1, 'B': 0}, '2': {'A': 1, 'B': 0}}
1	31190067	31199999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	31200000	31439322	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	31439323	31439766	cn={'1': {'A': 1, 'B': 0}, '2': {'A': 1, 'B': 0}}
1	31439767	31906012	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	31906013	31906453	cn={'1': {'A': 1, 'B': 0}, '2': {'A': 1, 'B': 0}}
1	31906454	36699999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	36700000	36799999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
1	36800000	41149999	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 1, 'B': 2}}
