chr	start	end	extra
1	0	49999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	50000	99999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	100000	174999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	175000	549999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	550000	599999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	600000	699999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	700000	749999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	750000	849999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	850000	899999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	900000	949999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	950000	999999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1000000	1049999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1050000	1099999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1100000	1149999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1150000	1199999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1200000	1249999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1250000	1299999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1300000	1499999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1500000	1549999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1550000	1649999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1650000	1699999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	1700000	2199999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	2200000	2249999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	2250000	2349999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	2350000	2499999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	2500000	2549999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	2550000	2599999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	2600000	2699999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	2700000	3049999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	3050000	3099999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	3100000	3399999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	3400000	3499999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	3500000	4799999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	4800000	4849999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	4850000	5849999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	5850000	5899999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	5900000	6149999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	6150000	6299999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	6300000	9899999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	9900000	9949999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	9950000	12849999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	12850000	13049999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13050000	13099999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13100000	13199999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13200000	13274999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13275000	13349999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13350000	13449999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13450000	13649999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13650000	13699999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13700000	13749999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	13750000	16949999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	16950000	16999999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17000000	17049999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17050000	17249999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17250000	17299999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17300000	17949999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17950000	17999999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	18000000	18049999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	18050000	18099999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	18100000	19649999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	19650000	19699999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	19700000	26049999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	26050000	26099999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	26100000	27149999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	27150000	27199999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	27200000	32649999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	32650000	32699999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	32700000	32799999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	32800000	32849999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	32850000	37249999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	37250000	37299999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	37300000	37399999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	37400000	37449999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	37450000	83699999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	83700000	83749999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	83750000	94599999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	94600000	94674999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	94675000	101999999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	102000000	102124999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	102125000	104249999	cn={'2': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
