chr	start	end	extra
1	0	49999	cn={'2': {'A': 1, 'B': 0}}
1	50000	99999	cn={'2': {'A': 1, 'B': 0}}
1	100000	549999	cn={'2': {'A': 1, 'B': 0}}
1	550000	624999	cn={'2': {'A': 1, 'B': 0}}
1	625000	11551815	cn={'2': {'A': 1, 'B': 0}}
1	11551816	11553217	cn={'2': {'A': 0, 'B': 0}}
1	11553218	14180678	cn={'2': {'A': 1, 'B': 0}}
1	14180679	14199999	cn={'2': {'A': 1, 'B': 2}}
1	14200000	16849999	cn={'2': {'A': 1, 'B': 2}}
1	16850000	17149999	cn={'2': {'A': 1, 'B': 2}}
1	17150000	17285059	cn={'2': {'A': 1, 'B': 2}}
1	17285060	17285683	cn={'2': {'A': 1, 'B': 1}}
1	17285684	20499999	cn={'2': {'A': 1, 'B': 2}}
1	20500000	20520170	cn={'2': {'A': 1, 'B': 2}}
1	20520171	20843480	cn={'2': {'A': 1, 'B': 1}}
1	20843481	20845052	cn={'2': {'A': 1, 'B': 0}}
1	20845053	24049999	cn={'2': {'A': 1, 'B': 1}}
1	24050000	24099999	cn={'2': {'A': 1, 'B': 1}}
1	24100000	25599999	cn={'2': {'A': 1, 'B': 1}}
1	25600000	25649999	cn={'2': {'A': 1, 'B': 1}}
1	25650000	29312664	cn={'2': {'A': 1, 'B': 1}}
1	29312665	43914554	cn={'2': {'A': 1, 'B': 1}}
1	43914555	43920514	cn={'2': {'A': 1, 'B': 1}}
1	43920515	47649999	cn={'2': {'A': 1, 'B': 1}}
1	47650000	47699999	cn={'2': {'A': 1, 'B': 1}}
1	47700000	57939820	cn={'2': {'A': 1, 'B': 1}}
1	57939821	57974999	cn={'2': {'A': 0, 'B': 1}}
1	57975000	65332294	cn={'2': {'A': 0, 'B': 1}}
1	65332295	65349999	cn={'2': {'A': 0, 'B': 0}}
1	65350000	67524999	cn={'2': {'A': 0, 'B': 0}}
1	67525000	67565182	cn={'2': {'A': 0, 'B': 0}}
1	67565183	85499999	cn={'2': {'A': 0, 'B': 1}}
1	85500000	85549999	cn={'2': {'A': 0, 'B': 1}}
1	85550000	117588895	cn={'2': {'A': 0, 'B': 1}}
1	117588896	117599999	cn={'2': {'A': 1, 'B': 1}}
1	117600000	120849999	cn={'2': {'A': 1, 'B': 1}}
1	120850000	120899999	cn={'2': {'A': 1, 'B': 1}}
1	120900000	131999999	cn={'2': {'A': 1, 'B': 1}}
1	132000000	142749999	cn={'2': {'A': 1, 'B': 1}}
1	142750000	142899999	cn={'2': {'A': 1, 'B': 1}}
1	142900000	142949999	cn={'2': {'A': 1, 'B': 1}}
1	142950000	146199999	cn={'2': {'A': 1, 'B': 1}}
1	146200000	146299999	cn={'2': {'A': 1, 'B': 1}}
1	146300000	146357067	cn={'2': {'A': 1, 'B': 1}}
1	146357068	148299999	cn={'2': {'A': 1, 'B': 1}}
1	148300000	148349999	cn={'2': {'A': 1, 'B': 1}}
1	148350000	148699999	cn={'2': {'A': 1, 'B': 1}}
1	148700000	148749999	cn={'2': {'A': 1, 'B': 1}}
1	148750000	149284932	cn={'2': {'A': 1, 'B': 1}}
1	149284933	149749999	cn={'2': {'A': 2, 'B': 1}}
1	149750000	152849999	cn={'2': {'A': 2, 'B': 1}}
1	152850000	152933068	cn={'2': {'A': 2, 'B': 1}}
1	152933069	152949999	cn={'2': {'A': 2, 'B': 1}}
1	152950000	153057232	cn={'2': {'A': 2, 'B': 1}}
1	153057233	153058296	cn={'2': {'A': 2, 'B': 0}}
1	153058297	153445283	cn={'2': {'A': 2, 'B': 1}}
1	153445284	153446530	cn={'2': {'A': 2, 'B': 0}}
1	153446531	154333316	cn={'2': {'A': 2, 'B': 1}}
1	154333317	154333648	cn={'2': {'A': 2, 'B': 2}}
1	154333649	154338368	cn={'2': {'A': 2, 'B': 1}}
1	154338369	154349999	cn={'2': {'A': 3, 'B': 1}}
1	154350000	156499999	cn={'2': {'A': 3, 'B': 1}}
1	156500000	156549999	cn={'2': {'A': 3, 'B': 1}}
1	156550000	156990402	cn={'2': {'A': 3, 'B': 1}}
1	156990403	156999999	cn={'2': {'A': 2, 'B': 1}}
1	157000000	164087578	cn={'2': {'A': 2, 'B': 1}}
1	164087579	164096305	cn={'2': {'A': 2, 'B': 1}}
1	164096306	169199999	cn={'2': {'A': 2, 'B': 1}}
1	169200000	169249999	cn={'2': {'A': 2, 'B': 1}}
1	169250000	175036997	cn={'2': {'A': 2, 'B': 1}}
1	175036998	175039859	cn={'2': {'A': 2, 'B': 1}}
1	175039860	196662217	cn={'2': {'A': 2, 'B': 1}}
1	196662218	196666229	cn={'2': {'A': 2, 'B': 1}}
1	196666230	197770716	cn={'2': {'A': 2, 'B': 1}}
1	197770717	204041551	cn={'2': {'A': 2, 'B': 1}}
1	204041552	204044259	cn={'2': {'A': 2, 'B': 1}}
1	204044260	205999999	cn={'2': {'A': 2, 'B': 1}}
1	206000000	206099999	cn={'2': {'A': 2, 'B': 1}}
1	206100000	217494021	cn={'2': {'A': 2, 'B': 1}}
1	217494022	217497756	cn={'2': {'A': 2, 'B': 1}}
1	217497757	217849999	cn={'2': {'A': 2, 'B': 1}}
1	217850000	217874288	cn={'2': {'A': 2, 'B': 1}}
1	217874289	217874515	cn={'2': {'A': 2, 'B': 1}}
1	217874516	217875431	cn={'2': {'A': 1, 'B': 1}}
1	217875432	217875684	cn={'2': {'A': 1, 'B': 2}}
1	217875685	217875833	cn={'2': {'A': 1, 'B': 2}}
1	217875834	226199999	cn={'2': {'A': 1, 'B': 1}}
1	226200000	226227485	cn={'2': {'A': 1, 'B': 1}}
1	226227486	244878204	cn={'2': {'A': 1, 'B': 0}}
1	244878205	244880428	cn={'2': {'A': 1, 'B': 0}}
1	244880429	249249999	cn={'2': {'A': 1, 'B': 0}}
10	50000	13031944	cn={'2': {'A': 1, 'B': 0}}
10	13031945	13032473	cn={'2': {'A': 0, 'B': 0}}
10	13032474	21824999	cn={'2': {'A': 1, 'B': 0}}
10	21825000	21856295	cn={'2': {'A': 1, 'B': 0}}
10	21856296	23698550	cn={'2': {'A': 1, 'B': 1}}
10	23698551	23699272	cn={'2': {'A': 1, 'B': 0}}
10	23699273	25499999	cn={'2': {'A': 1, 'B': 1}}
10	25500000	25549999	cn={'2': {'A': 1, 'B': 1}}
10	25550000	30949999	cn={'2': {'A': 1, 'B': 1}}
10	30950000	30999999	cn={'2': {'A': 1, 'B': 1}}
10	31000000	31624999	cn={'2': {'A': 1, 'B': 1}}
10	31625000	31749999	cn={'2': {'A': 1, 'B': 1}}
10	31750000	38916426	cn={'2': {'A': 1, 'B': 1}}
10	38916427	38916698	cn={'2': {'A': 1, 'B': 0}}
10	38916699	44799999	cn={'2': {'A': 1, 'B': 1}}
10	44800000	44874999	cn={'2': {'A': 1, 'B': 1}}
10	44875000	45449299	cn={'2': {'A': 1, 'B': 1}}
10	45449300	45449999	cn={'2': {'A': 2, 'B': 1}}
10	45450000	46524999	cn={'2': {'A': 2, 'B': 1}}
10	46525000	46799999	cn={'2': {'A': 2, 'B': 1}}
10	46800000	47199999	cn={'2': {'A': 2, 'B': 1}}
10	47200000	47349999	cn={'2': {'A': 2, 'B': 1}}
10	47350000	47399999	cn={'2': {'A': 2, 'B': 1}}
10	47400000	47474999	cn={'2': {'A': 2, 'B': 1}}
10	47475000	48174999	cn={'2': {'A': 2, 'B': 1}}
10	48175000	48274999	cn={'2': {'A': 2, 'B': 1}}
10	48275000	48899999	cn={'2': {'A': 2, 'B': 1}}
10	48900000	48949999	cn={'2': {'A': 2, 'B': 1}}
10	48950000	48999999	cn={'2': {'A': 2, 'B': 1}}
10	49000000	49124999	cn={'2': {'A': 2, 'B': 1}}
10	49125000	49299999	cn={'2': {'A': 2, 'B': 1}}
10	49300000	51149999	cn={'2': {'A': 2, 'B': 1}}
10	51150000	51199999	cn={'2': {'A': 2, 'B': 1}}
10	51200000	54027517	cn={'2': {'A': 2, 'B': 1}}
10	54027518	54104072	cn={'2': {'A': 2, 'B': 1}}
10	54104073	62031352	cn={'2': {'A': 2, 'B': 1}}
10	62031353	73327709	cn={'2': {'A': 2, 'B': 1}}
10	73327710	73328237	cn={'2': {'A': 2, 'B': 0}}
10	73328238	76346087	cn={'2': {'A': 2, 'B': 1}}
10	76346088	76348407	cn={'2': {'A': 2, 'B': 1}}
10	76348408	77649999	cn={'2': {'A': 2, 'B': 1}}
10	77650000	77686354	cn={'2': {'A': 2, 'B': 1}}
10	77686355	79528489	cn={'2': {'A': 1, 'B': 1}}
10	79528490	79528950	cn={'2': {'A': 1, 'B': 0}}
10	79528951	82501407	cn={'2': {'A': 1, 'B': 1}}
10	82501408	82514858	cn={'2': {'A': 0, 'B': 1}}
10	82514859	82627797	cn={'2': {'A': 1, 'B': 1}}
10	82627798	82628097	cn={'2': {'A': 1, 'B': 0}}
10	82628098	82899999	cn={'2': {'A': 1, 'B': 1}}
10	82900000	82935482	cn={'2': {'A': 1, 'B': 1}}
10	82935483	82949999	cn={'2': {'A': 1, 'B': 0}}
10	82950000	82954966	cn={'2': {'A': 1, 'B': 0}}
10	82954967	83099999	cn={'2': {'A': 1, 'B': 1}}
10	83100000	83149999	cn={'2': {'A': 1, 'B': 1}}
10	83150000	83792731	cn={'2': {'A': 1, 'B': 1}}
10	83792732	83809306	cn={'2': {'A': 0, 'B': 1}}
10	83809307	84653430	cn={'2': {'A': 1, 'B': 1}}
10	84653431	84666640	cn={'2': {'A': 1, 'B': 0}}
10	84666641	85153882	cn={'2': {'A': 1, 'B': 1}}
10	85153883	85157269	cn={'2': {'A': 1, 'B': 0}}
10	85157270	86932821	cn={'2': {'A': 1, 'B': 1}}
10	86932822	86942404	cn={'2': {'A': 0, 'B': 1}}
10	86942405	87039028	cn={'2': {'A': 1, 'B': 1}}
10	87039029	87065513	cn={'2': {'A': 0, 'B': 1}}
10	87065514	87299999	cn={'2': {'A': 1, 'B': 1}}
10	87300000	87329392	cn={'2': {'A': 1, 'B': 1}}
10	87329393	87349999	cn={'2': {'A': 1, 'B': 0}}
10	87350000	87356287	cn={'2': {'A': 1, 'B': 0}}
10	87356288	87753704	cn={'2': {'A': 1, 'B': 1}}
10	87753705	87764679	cn={'2': {'A': 1, 'B': 1}}
10	87764680	88049999	cn={'2': {'A': 1, 'B': 1}}
10	88050000	88054815	cn={'2': {'A': 1, 'B': 1}}
10	88054816	88087040	cn={'2': {'A': 1, 'B': 0}}
10	88087041	88099999	cn={'2': {'A': 1, 'B': 1}}
10	88100000	88149999	cn={'2': {'A': 1, 'B': 1}}
10	88150000	88163120	cn={'2': {'A': 1, 'B': 1}}
10	88163121	88341713	cn={'2': {'A': 0, 'B': 1}}
10	88341714	88349999	cn={'2': {'A': 1, 'B': 1}}
10	88350000	89439377	cn={'2': {'A': 1, 'B': 1}}
10	89439378	89445135	cn={'2': {'A': 0, 'B': 1}}
10	89445136	89599999	cn={'2': {'A': 1, 'B': 1}}
10	89600000	89632596	cn={'2': {'A': 1, 'B': 1}}
10	89632597	89640859	cn={'2': {'A': 1, 'B': 0}}
10	89640860	89649999	cn={'2': {'A': 1, 'B': 1}}
10	89650000	89717766	cn={'2': {'A': 1, 'B': 1}}
10	89717767	89718756	cn={'2': {'A': 1, 'B': 0}}
10	89718757	89822042	cn={'2': {'A': 1, 'B': 1}}
10	89822043	89823807	cn={'2': {'A': 1, 'B': 0}}
10	89823808	90049999	cn={'2': {'A': 1, 'B': 1}}
10	90050000	90084501	cn={'2': {'A': 1, 'B': 1}}
10	90084502	90099999	cn={'2': {'A': 1, 'B': 0}}
10	90100000	90100422	cn={'2': {'A': 1, 'B': 0}}
10	90100423	90369628	cn={'2': {'A': 1, 'B': 1}}
10	90369629	90374950	cn={'2': {'A': 0, 'B': 1}}
10	90374951	91449999	cn={'2': {'A': 1, 'B': 1}}
10	91450000	91453132	cn={'2': {'A': 1, 'B': 1}}
10	91453133	91476852	cn={'2': {'A': 0, 'B': 1}}
10	91476853	91499999	cn={'2': {'A': 1, 'B': 1}}
10	91500000	91895520	cn={'2': {'A': 1, 'B': 1}}
10	91895521	91899999	cn={'2': {'A': 1, 'B': 0}}
10	91900000	91944957	cn={'2': {'A': 1, 'B': 0}}
10	91944958	91949999	cn={'2': {'A': 1, 'B': 1}}
10	91950000	92069338	cn={'2': {'A': 1, 'B': 1}}
10	92069339	92071429	cn={'2': {'A': 1, 'B': 0}}
10	92071430	92149999	cn={'2': {'A': 1, 'B': 1}}
10	92150000	92170696	cn={'2': {'A': 1, 'B': 1}}
10	92170697	92221072	cn={'2': {'A': 1, 'B': 0}}
10	92221073	92249999	cn={'2': {'A': 1, 'B': 1}}
10	92250000	115849999	cn={'2': {'A': 1, 'B': 1}}
10	115850000	115899999	cn={'2': {'A': 1, 'B': 1}}
10	115900000	116924030	cn={'2': {'A': 1, 'B': 1}}
10	116924031	116938450	cn={'2': {'A': 1, 'B': 1}}
10	116938451	117993132	cn={'2': {'A': 1, 'B': 1}}
10	117993133	118003435	cn={'2': {'A': 1, 'B': 1}}
10	118003436	123442652	cn={'2': {'A': 1, 'B': 1}}
10	123442653	123444843	cn={'2': {'A': 1, 'B': 1}}
10	123444844	124399999	cn={'2': {'A': 1, 'B': 1}}
10	124400000	124410358	cn={'2': {'A': 1, 'B': 1}}
10	124410359	124446114	cn={'2': {'A': 0, 'B': 1}}
10	124446115	124449999	cn={'2': {'A': 1, 'B': 1}}
10	124450000	124649999	cn={'2': {'A': 1, 'B': 1}}
10	124650000	124677443	cn={'2': {'A': 1, 'B': 1}}
10	124677444	135534746	cn={'2': {'A': 1, 'B': 0}}
11	100000	560709	cn={'2': {'A': 1, 'B': 0}}
11	560710	687515	cn={'2': {'A': 1, 'B': 0}}
11	687516	8325938	cn={'2': {'A': 1, 'B': 0}}
11	8325939	8349999	cn={'2': {'A': 1, 'B': 1}}
11	8350000	20599999	cn={'2': {'A': 1, 'B': 1}}
11	20600000	20610030	cn={'2': {'A': 1, 'B': 1}}
11	20610031	20949999	cn={'2': {'A': 1, 'B': 2}}
11	20950000	20980452	cn={'2': {'A': 1, 'B': 2}}
11	20980453	21899999	cn={'2': {'A': 1, 'B': 1}}
11	21900000	21924312	cn={'2': {'A': 1, 'B': 1}}
11	21924313	24211703	cn={'2': {'A': 1, 'B': 0}}
11	24211704	24249999	cn={'2': {'A': 1, 'B': 1}}
11	24250000	26653211	cn={'2': {'A': 1, 'B': 1}}
11	26653212	26657262	cn={'2': {'A': 1, 'B': 1}}
11	26657263	39332962	cn={'2': {'A': 1, 'B': 1}}
11	39332963	39349999	cn={'2': {'A': 2, 'B': 1}}
11	39350000	49699999	cn={'2': {'A': 2, 'B': 1}}
11	49700000	49702954	cn={'2': {'A': 2, 'B': 1}}
11	49702955	56699999	cn={'2': {'A': 1, 'B': 1}}
11	56700000	56726280	cn={'2': {'A': 1, 'B': 1}}
11	56726281	59583469	cn={'2': {'A': 1, 'B': 0}}
11	59583470	59599999	cn={'2': {'A': 1, 'B': 1}}
11	59600000	61859823	cn={'2': {'A': 1, 'B': 1}}
11	61859824	61865557	cn={'2': {'A': 1, 'B': 1}}
11	61865558	64099999	cn={'2': {'A': 1, 'B': 1}}
11	64100000	64149999	cn={'2': {'A': 1, 'B': 1}}
11	64150000	65008067	cn={'2': {'A': 1, 'B': 1}}
11	65008068	65008538	cn={'2': {'A': 0, 'B': 1}}
11	65008539	73449999	cn={'2': {'A': 1, 'B': 1}}
11	73450000	73499999	cn={'2': {'A': 1, 'B': 1}}
11	73500000	76349999	cn={'2': {'A': 1, 'B': 1}}
11	76350000	76399999	cn={'2': {'A': 1, 'B': 1}}
11	76400000	77444400	cn={'2': {'A': 1, 'B': 1}}
11	77444401	77444678	cn={'2': {'A': 1, 'B': 0}}
11	77444679	77449845	cn={'2': {'A': 1, 'B': 1}}
11	77449846	82999999	cn={'2': {'A': 1, 'B': 1}}
11	83000000	83049999	cn={'2': {'A': 1, 'B': 1}}
11	83050000	89549999	cn={'2': {'A': 1, 'B': 1}}
11	89550000	89599999	cn={'2': {'A': 1, 'B': 1}}
11	89600000	90089219	cn={'2': {'A': 1, 'B': 1}}
11	90089220	90101587	cn={'2': {'A': 1, 'B': 2}}
11	90101588	90325706	cn={'2': {'A': 1, 'B': 1}}
11	90325707	90335192	cn={'2': {'A': 1, 'B': 2}}
11	90335193	90849999	cn={'2': {'A': 1, 'B': 1}}
11	90850000	90858377	cn={'2': {'A': 1, 'B': 1}}
11	90858378	94914335	cn={'2': {'A': 1, 'B': 0}}
11	94914336	94920294	cn={'2': {'A': 1, 'B': 0}}
11	94920295	126799850	cn={'2': {'A': 1, 'B': 0}}
11	126799851	126800346	cn={'2': {'A': 0, 'B': 0}}
11	126800347	134699999	cn={'2': {'A': 1, 'B': 0}}
11	134700000	134712044	cn={'2': {'A': 1, 'B': 0}}
11	134712045	134712196	cn={'2': {'A': 2, 'B': 0}}
11	134712197	134712361	cn={'2': {'A': 2, 'B': 0}}
11	134712362	134712941	cn={'2': {'A': 1, 'B': 0}}
11	134712942	134713342	cn={'2': {'A': 2, 'B': 0}}
11	134713343	134713429	cn={'2': {'A': 1, 'B': 0}}
11	134713430	134949999	cn={'2': {'A': 2, 'B': 0}}
12	50000	99999	cn={'2': {'A': 1, 'B': 1}}
12	100000	4885563	cn={'2': {'A': 1, 'B': 1}}
12	4885564	4886663	cn={'2': {'A': 1, 'B': 0}}
12	4886664	15321250	cn={'2': {'A': 1, 'B': 1}}
12	15321251	15321305	cn={'2': {'A': 2, 'B': 1}}
12	15321306	15519065	cn={'2': {'A': 1, 'B': 1}}
12	15519066	15519479	cn={'2': {'A': 1, 'B': 0}}
12	15519480	17417505	cn={'2': {'A': 1, 'B': 1}}
12	17417506	17419100	cn={'2': {'A': 2, 'B': 1}}
