chr	start	end	extra
1	0	3274134	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
1	3274135	3276583	cn={'1': {'A': 2, 'B': 3}, '2': {'A': 2, 'B': 3}}
1	3276584	12874830	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
1	12874831	13374890	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
1	13374891	203908562	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
1	203908563	249249999	cn={'1': {'A': 2, 'B': 1}, '2': {'A': 2, 'B': 2}}
10	50000	4538049	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 1}}
10	4538050	4538384	cn={'1': {'A': 2, 'B': 1}, '2': {'A': 2, 'B': 1}}
10	4538385	54682264	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 1}}
10	54682265	57455292	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
10	57455293	57455638	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 2, 'B': 2}}
10	57455639	108518408	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
10	108518409	108520809	cn={'1': {'A': 2, 'B': 4}, '2': {'A': 2, 'B': 4}}
10	108520810	108954402	cn={'1': {'A': 2, 'B': 4}, '2': {'A': 2, 'B': 4}}
10	108954403	108958540	cn={'1': {'A': 2, 'B': 4}, '2': {'A': 2, 'B': 4}}
10	108958541	135534746	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
11	60000	19111263	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
11	19111264	19111756	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 1}}
11	19111757	33766196	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
11	33766197	33766305	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
11	33766306	36723404	cn={'1': {'A': 2, 'B': 0}, '2': {'A': 2, 'B': 0}}
11	36723405	36723542	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
11	36723543	46703804	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
11	46703805	46721113	cn={'1': {'A': 0, 'B': 2}, '2': {'A': 0, 'B': 2}}
11	46721114	47450408	cn={'1': {'A': 0, 'B': 2}, '2': {'A': 0, 'B': 2}}
11	47450409	47453224	cn={'1': {'A': 0, 'B': 2}, '2': {'A': 0, 'B': 2}}
11	47453225	134949999	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	50000	11113782	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	11113783	11114213	cn={'1': {'A': 1, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	11114214	55174349	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	55174350	55175830	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	55175831	55176237	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 1, 'B': 2}}
12	55176238	55498892	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	55498893	55499056	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	55499057	55499108	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 1}}
12	55499109	62730043	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	62730044	62730181	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	62730182	66436924	cn={'1': {'A': 0, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	66436925	66463022	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	66463023	89611824	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	89611825	89612206	cn={'1': {'A': 2, 'B': 1}, '2': {'A': 0, 'B': 2}}
12	89612207	105575281	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 0, 'B': 2}}
12	105575282	105575507	cn={'1': {'A': 3, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	105575508	105576754	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	105576755	105576912	cn={'1': {'A': 2, 'B': 3}, '2': {'A': 2, 'B': 3}}
12	105576913	105770151	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
12	105770152	105770830	cn={'1': {'A': 2, 'B': 1}, '2': {'A': 2, 'B': 1}}
12	105770831	105774106	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 3}}
12	105774107	105774166	cn={'1': {'A': 2, 'B': 3}, '2': {'A': 2, 'B': 3}}
12	105774167	105809505	cn={'1': {'A': 2, 'B': 2}, '2': {'A': 2, 'B': 2}}
